,Category,Sub Category,Brand Name,Product Rating,Product Name,Name,Weight,MRP/Unit,Qnty,Unit Qnty,Cost Price,Product ID
908,Beauty,Hair Care & Hair Oil,Sunsilk,4,SUNSILK COCOWATR&ALOE SH 370 ml,SUNSILK COCOWATR&ALOE SH ,370 ml,189.0,2.0,1.0,278.76,202212930.0
909,Beauty,Hair Care & Hair Oil,Sunsilk,5,SUNSILK GREENTEA&LILY SH 370 ml,SUNSILK GREENTEA&LILY SH ,370 ml,210.0,2.0,1.0,309.72,202212931.0
910,Beauty,Hair Care & Hair Oil,Sunsilk,4,SUNSILK HFC SHAMP 340 ml,SUNSILK HFC SHAMP ,340 ml,180.0,2.0,1.0,259.86,202212932.0
911,Beauty,Hair Care & Hair Oil,Sunsilk,5,SUNSILK SOFT & SMT 7ml PK64,SUNSILK SOFT & SMT ,7ml PK64,3.0,1.0,64.0,131.48,202212933.0
912,Beauty,Hair Care & Hair Oil,Sunsilk,5,SUNSILK STRAIGHT LOCK SHMP 340 ml,SUNSILK STRAIGHT LOCK SHMP ,340 ml,180.0,2.0,1.0,259.86,202212934.0
913,Beauty,Hair Care & Hair Oil,Super,5,SUPER VASMOL KESH KALA 33-50 ml,SUPER VASMOL KESH KALA ,33-50 ml,34.0,6.0,1.0,141.72,202212935.0
914,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,5,SURF EXCEL BAR 150g,SURF EXCEL BAR ,150g,16.0,6.0,1.0,70.5,202212937.0
915,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,5,SURF EXCEL EW DETERGENT LIQ 1l,SURF EXCEL EW DETERGENT LIQ ,1l,165.0,2.0,1.0,254.24,202212938.0
916,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,3,SURF EXCEL MATIC F L 2 kg,SURF EXCEL MATIC F L ,2 kg,530.0,4.0,1.0,1536.4,202212939.0
917,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,2,SURF EXCEL MATIC TL 1Kg,SURF EXCEL MATIC TL ,1Kg,190.0,6.0,1.0,701.7,202212940.0
918,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,3,SURF EXCEL MATIC TL 2 kg,SURF EXCEL MATIC TL ,2 kg,449.0,2.0,1.0,650.8,202212941.0
919,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,2,SURF EXCEL MATIC TL 4+2 kg,SURF EXCEL MATIC TL ,4+2 kg,999.0,2.0,1.0,1442.38,202212942.0
920,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,4,SURF EXCEL QUICK WASH 1 kg,SURF EXCEL QUICK WASH ,1 kg,180.0,4.0,1.0,535.6,202212943.0
921,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,4,SURF EXCEL QUICK WASH 500g,SURF EXCEL QUICK WASH ,500g,90.0,4.0,1.0,261.0,202212944.0
922,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,5,SURF EXCEL QUICK WASH 500g,SURF EXCEL QUICK WASH ,500g,90.0,3.0,1.0,195.75,202212945.0
923,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,4,SURF EXCEL WSHG BAR 800 g,SURF EXCEL WSHG BAR ,800 g,94.0,6.0,1.0,411.84,202212946.0
924,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,5,SURF EXCEL WSHG BAR 800 g,SURF EXCEL WSHG BAR ,800 g,94.0,3.0,1.0,205.92,202212947.0
925,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,5,SURF EXCEL WSHG BAR 95g,SURF EXCEL WSHG BAR ,95g,10.0,20.0,1.0,154.2,202212948.0
926,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,3,SURF EXCEL WSHG BAR 95g,SURF EXCEL WSHG BAR ,95g,10.0,7.0,1.0,53.97,202212949.0
927,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,4,SURF EXCL MATIC LIQ TL 1000ml,SURF EXCL MATIC LIQ TL ,1000ml,199.0,2.0,1.0,261.02,202212950.0
928,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surf,3,SURF EXL E.WASH DET LIQ 500 ml,SURF EXL E.WASH DET LIQ ,500 ml,90.0,4.0,1.0,277.32,202212951.0
929,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Surfxl,4,SURFXL MATIC LIQ POUCH TL 2l,SURFXL MATIC LIQ POUCH TL ,2l,370.0,2.0,1.0,508.48,202212952.0
930,Beverages,"Leaf , Dust , Green and Herbal Tea",Taaza,5,BROOKE BOND TAAZA LEAF TEA 1 kg,BROOKE BOND TAAZA LEAF TEA ,1 kg,280.0,2.0,1.0,462.18,202212953.0
931,Beverages,"Leaf , Dust , Green and Herbal Tea",Taaza,4,BROOKE BOND TAAZA MASALA CHASKA TEA 250g,BROOKE BOND TAAZA MASALA CHASKA TEA ,250g,85.0,6.0,1.0,378.0,202212954.0
932,Beverages,"Leaf , Dust , Green and Herbal Tea",TATA,3,TATA TAJ MAHAL TEA 500g,TATA TAJ MAHAL TEA ,500g,275.0,4.0,1.0,935.84,202212955.0
933,Beverages,"Leaf , Dust , Green and Herbal Tea",TATA,3,TATA AGNI LEAF 1 kg,TATA AGNI LEAF ,1 kg,280.0,2.0,1.0,470.46,202212956.0
934,Beverages,"Leaf , Dust , Green and Herbal Tea",TATA,4,TATA TEA AGNI LEAF 100g,TATA TEA AGNI LEAF ,100g,25.0,6.0,1.0,132.72,202212957.0
935,Beverages,"Leaf , Dust , Green and Herbal Tea",TATA,4,TATA TEA AGNI LEAF 500g,TATA TEA AGNI LEAF ,500g,140.0,2.0,1.0,234.54,202212958.0
936,Beverages,"Leaf , Dust , Green and Herbal Tea",TATA,4,TATA TEA GOLD 500g,TATA TEA GOLD ,500g,300.0,1.0,1.0,233.68,202212959.0
937,Beverages,"Leaf , Dust , Green and Herbal Tea",TATA,3,TATA TEA GOLD LEAF 250g,TATA TEA GOLD LEAF ,250g,150.0,3.0,1.0,389.58,202212960.0
938,Beverages,"Leaf , Dust , Green and Herbal Tea",TATA,2,TATA TEA PREMIUM LEAF 100g,TATA TEA PREMIUM LEAF ,100g,35.0,15.0,1.0,454.5,202212961.0
939,Beverages,"Leaf , Dust , Green and Herbal Tea",TATA,3,TATA TEA PREMIUM LEAF 250g,TATA TEA PREMIUM LEAF ,250g,125.0,4.0,1.0,432.88,202212962.0
940,Beverages,"Leaf , Dust , Green and Herbal Tea",TATA,5,TATA TEA PREMIUM LEAF 500g,TATA TEA PREMIUM LEAF ,500g,250.0,2.0,1.0,401.88,202212963.0
941,Beverages,Cold Drinks,Thumps Up,5,THUMPS UP 2 l,THUMPS UP ,2 l,90.0,9.0,1.0,485.73,202212964.0
942,Beverages,Cold Drinks,Thumps Up,5,THUMPS UP TIN 300ml ,THUMPS UP TIN ,300ml ,35.0,10.0,1.0,189.1,202212965.0
943,Beverages,Cold Drinks,Thumps Up,2,THUMPS UP 750ml,THUMPS UP ,750ml,40.0,10.0,1.0,235.7,202212966.0
944,Beverages,Cold Drinks,Thumps Up,5,THUMPS UP 750ml,THUMPS UP ,750ml,45.0,24.0,1.0,565.68,202212967.0
945,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Tide,4,TIDE BAR 150g,TIDE BAR ,150g,10.0,12.0,1.0,92.4,202212968.0
946,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Tide,4,TIDE BAR 150g,TIDE BAR ,150g,10.0,8.0,1.0,61.6,202212969.0
947,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Tide,4,TIDE LEMON & MINT 500g,TIDE LEMON & MINT ,500g,48.0,7.0,1.0,258.86,202212970.0
948,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Tide,4,TIDE ULTRA 4kg,TIDE ULTRA ,4kg,420.0,4.0,1.0,1220.32,202212971.0
949,Gourmet Foods,"Tomato Ketchup , Sauces and Spreads",Tops,5,TOPS GREEN CHILLI SAUCE 650g,TOPS GREEN CHILLI SAUCE ,650g,69.0,1.0,1.0,50.09,202212976.0
950,Pickles ,"Chutney Powders, Pickles ",Tops,3,TOPS MANGO PICKLE 375g,TOPS MANGO PICKLE ,375g,110.0,2.0,1.0,159.7,202212977.0
951,Pickles ,"Chutney Powders, Pickles ",Tops,2,TOPS MIXED PICKLE 375g,TOPS MIXED PICKLE ,375g,110.0,3.0,1.0,235.71,202212978.0
952,Pickles ,"Chutney Powders, Pickles ",Tops,2,TOPS MIXED PICKLE 950g,TOPS MIXED PICKLE ,950g,165.0,3.0,1.0,331.14,202212979.0
953,Gourmet Foods,"Tomato Ketchup , Sauces and Spreads",Tops,4,TOPS RED CHILLI SAUCE 650g,TOPS RED CHILLI SAUCE ,650g,69.0,1.0,1.0,50.09,202212980.0
954,Pickles ,"Chutney Powders, Pickles ",Tops,3,TOPS SWEET LIME PICKLE 1 kg,TOPS SWEET LIME PICKLE ,1 kg,205.0,3.0,1.0,439.29,202212981.0
955,Gourmet Foods,"Tomato Ketchup , Sauces and Spreads",Tops,3,TOPS TOMATO KETCHUP 950g,TOPS TOMATO KETCHUP ,950g,130.0,6.0,1.0,344.76,202212982.0
956,Gourmet Foods,"Tomato Ketchup , Sauces and Spreads",Tops,4,TOPS VINEGAR PLAIN 610 ml,TOPS VINEGAR PLAIN ,610 ml,0.0,1.0,1.0,35.83,202212983.0
957,Dairy and Bakery ,Baking Esentials,Tops,4,TOPS-BAKING POWDER100g,TOPS-BAKING POWDER,100g,34.0,3.0,1.0,79.83,202212984.0
958,Beauty ,Hair Care & Hair Oil,Tresemme,3,TRES KERATIN SMOOTH CONDR 85 ml,TRES KERATIN SMOOTH CONDR ,85 ml,107.0,3.0,1.0,231.69,202212985.0
959,Beauty ,Hair Care & Hair Oil,Tresemme,2,TRESEMME HAIRFALL DEF CND 80 ml,TRESEMME HAIRFALL DEF CND ,80 ml,90.0,3.0,1.0,194.88,202212986.0
960,Beauty ,Hair Care & Hair Oil,Tresemme,2,TRESEMME KERTAIN SMTH SHMP 185,TRESEMME KERTAIN SMTH SHMP ,185,130.0,2.0,1.0,204.02,202212987.0
961,Beauty ,Hair Care & Hair Oil,Tresemme,1,TRESEMME KERTAIN SMTH SHMP 185,TRESEMME KERTAIN SMTH SHMP ,185,130.0,2.0,1.0,204.02,202212988.0
962,Beauty ,Hair Care & Hair Oil,Tresemme,1,TRESEMME S&S COND 7 ml,TRESEMME S&S COND ,7 ml,4.0,1.0,48.0,129.98,202212989.0
963,Beauty ,Hair Care & Hair Oil,Tresemme,3,TRESEMME SMOOTH&SHINE SH 185 ml,TRESEMME SMOOTH&SHINE SH ,185 ml,120.0,2.0,1.0,188.32,202212990.0
964,Beauty ,Hair Care & Hair Oil,Tresemme,2,TRESEMME SMOOTH&SHINE SH 185 ml,TRESEMME SMOOTH&SHINE SH ,185 ml,120.0,2.0,1.0,188.32,202212991.0
965,Beauty ,Hair Care & Hair Oil,Tressemme,3,TRESSEMME HF CND 7ml,TRESSEMME HF CND ,7ml,4.0,1.0,48.0,132.15,202212992.0
966,Beverages,Fruit Juices,Tropicana,5,TROPICANA FULL FRUIT 200ml,TROPICANA FULL FRUIT ,200ml,135.0,3.0,1.0,310.62,202212993.0
967,Beverages,Fruit Juices,Tropicana,4,TROPICANA GUAVA 200ml,TROPICANA GUAVA ,200ml,20.0,12.0,1.0,186.6,202212994.0
968,Beverages,Fruit Juices,Tropicana,3,TROPICANA JUICY ORANGE 200ml,TROPICANA JUICY ORANGE ,200ml,20.0,6.0,1.0,92.22,202212995.0
969,Beverages,Fruit Juices,Tropicana,4,TROPICANA MIXED FRUIT 200ml,TROPICANA MIXED FRUIT ,200ml,20.0,6.0,1.0,93.3,202212996.0
970,Beverages,Fruit Juices,Tropicana,2,TROPICANA PINEAPPLE 200ml,TROPICANA PINEAPPLE ,200ml,20.0,6.0,1.0,91.98,202212997.0
971,Household,Laundry Agents ,Ujala,3,UJALA LIQUID SMALL SACHET 30ml,UJALA LIQUID SMALL SACHET ,30ml,8.0,2.0,12.0,147.92,202212998.0
972,Household,Laundry Agents ,Ujala,2,UJALA LIQUID 75ml,UJALA LIQUID ,75ml,25.0,6.0,1.0,110.1,202212999.0
973,Snacks & Namkeen,Branded Snacks,Uncle Chips,2,UNCLE CHIPS PLAIN SALTED 60g,UNCLE CHIPS PLAIN SALTED ,60g,20.0,12.0,1.0,190.92,202213000.0
974,Gourmet Foods,Cookies and Biscuits,Unibic,2,UNIBIC CHOCONUT COOKIES 75g,UNIBIC CHOCONUT COOKIES ,75g,25.0,6.0,1.0,115.56,202213001.0
975,Gourmet Foods,Cookies and Biscuits,Unibic,2,UNIBIC FRUIT&NUT COOKIES 75g,UNIBIC FRUIT&NUT COOKIES ,75g,25.0,6.0,1.0,115.56,202213002.0
976,Household,Laundry Agents ,Vanish,1,VANISH SACHET SMALL 25g ,VANISH SACHET SMALL ,25g ,17.0,60.0,1.0,772.2,202213003.0
977,Household,Laundry Agents ,Vanish,2,VANISH LIQUID 180 ml,VANISH LIQUID ,180 ml,59.0,6.0,1.0,267.84,202213004.0
978,Beauty ,Skin Care,Vaseline,3,VASELINE ALOEVERA LOTION 100ml,VASELINE ALOEVERA LOTION ,100ml,95.0,3.0,1.0,203.91,202213005.0
979,Beauty ,Skin Care,Vaseline,2,VASELINE COCOA GLOW 100 ml,VASELINE COCOA GLOW ,100 ml,95.0,3.0,1.0,213.57,202213006.0
980,Beauty ,Skin Care,Vaseline,3,VASELINE HLTH WHT LTN 200 ml,VASELINE HLTH WHT LTN ,200 ml,225.0,2.0,1.0,333.92,202213007.0
981,Beauty ,Skin Care,Vaseline,2,VASELINE HLTHY WHITE LTN 100ml,VASELINE HLTHY WHITE LTN ,100ml,95.0,3.0,1.0,201.6,202213008.0
982,Beauty ,Skin Care,Vaseline,3,VASELINE PETRLM JELLY 20g,VASELINE PETRLM JELLY ,20g,42.0,2.0,1.0,59.58,202213009.0
983,Beauty ,Skin Care,Vaseline,2,VASELINE PETRLM JELLY 42g,VASELINE PETRLM JELLY ,42g,67.0,2.0,1.0,94.64,202213010.0
984,Beauty ,Skin Care,Vaseline,1,VASELINE PETRLM JELLY MINI 7g,VASELINE PETRLM JELLY MINI ,7g,5.0,1.0,48.0,184.9,202213011.0
985,Beauty ,Skin Care,Vaseline,1,VASELINE TTL MOISTUR LTN 100ml,VASELINE TTL MOISTUR LTN ,100ml,95.0,3.0,1.0,170.25,202213012.0
986,Beauty ,Skin Care,Vaseline,1,VASELINE TTL MOISTUR LTN 50ml,VASELINE TTL MOISTUR LTN ,50ml,49.0,20.0,1.0,669.4,202213013.0
987,Beauty ,Skin Care,Vaseline,2,VASELINE TTL MST LTN 20ml ,VASELINE TTL MST LTN ,20ml ,0.0,1.0,24.0,184.9,202213014.0
988,Personal Care,Skin Care,Veet,3,VEET CRM MEN NORMAL SKIN 50g,VEET CRM MEN NORMAL SKIN ,50g,120.0,2.0,1.0,184.9,202213015.0
989,Personal Care,Skin Care,Veet,4,VEET CRM MEN SENSTV SKIN 50g,VEET CRM MEN SENSTV SKIN ,50g,125.0,2.0,1.0,192.6,202213016.0
990,Personal Care,Skin Care,Veet,2,VEET DRY SKIN CREAM 30g,VEET DRY SKIN CREAM ,30g,75.0,3.0,1.0,165.12,202213017.0
991,Personal Care,Skin Care,Veet,3,VEET NIKHAAR CREAM 30g,VEET NIKHAAR CREAM ,30g,82.0,2.0,1.0,126.34,202213018.0
992,Personal Care,Skin Care,Veet,2,VEET NORMAL SKIN CREAM 30g,VEET NORMAL SKIN CREAM ,30g,75.0,3.0,1.0,157.8,202213019.0
993,Personal Care,Skin Care,Veet,1,VEET SENSITIVE SKIN CREAM 30g,VEET SENSITIVE SKIN CREAM ,30g,75.0,3.0,1.0,162.15,202213020.0
994,Personal Care,Loofah,Vega,3,VEGA LUXURY EVRYDAY SPONG 1u,VEGA LUXURY EVRYDAY SPONG ,1u,120.0,5.0,1.0,264.85,202213021.0
995,Health and Beauty,"Herbal Medicines & Pain Relief Ointments , Balms",Vicks,3,VICKS HONEY LEMON LOZENGES 2g,VICKS HONEY LEMON LOZENGES ,2g,30.0,6.0,1.0,131.88,202213022.0
996,Health and Beauty,"Herbal Medicines & Pain Relief Ointments , Balms",Vicks,4,VICKS ORANGE LOZENGES 2g,VICKS ORANGE LOZENGES ,2g,30.0,5.0,1.0,113.65,202213023.0
997,Health and Beauty,"Herbal Medicines & Pain Relief Ointments , Balms",Vicks,3,VICKS BABYRUB 10ml,VICKS BABYRUB ,10ml,35.0,1.0,12.0,357.62,202213024.0
998,Health and Beauty,"Herbal Medicines & Pain Relief Ointments , Balms",Vicks,4,VICKS VAPORUB OINTMNT 10g,VICKS VAPORUB OINTMNT ,10g,35.0,1.0,12.0,301.97,202213025.0
999,Household ,Dishwash Bar & Dishwash Liquid,Vim,3,VIM ANTI SMELL BAR 130g,VIM ANTI SMELL BAR ,130g,10.0,11.0,1.0,81.18,202213026.0
1000,Household ,Dishwash Bar & Dishwash Liquid,Vim,1,VIM ANTI SMELL BAR 250g,VIM ANTI SMELL BAR ,250g,20.0,10.0,1.0,147.5,202213027.0
1001,Household ,Dishwash Bar & Dishwash Liquid,Vim,1,VIM BAR 112g,VIM BAR ,112g,10.0,18.0,1.0,131.22,202213028.0
1002,Household ,Dishwash Bar & Dishwash Liquid,Vim,2,VIM DROP DW ACT GEL-LEMON 250ml,VIM DROP DW ACT GEL-LEMON ,250ml,45.0,8.0,1.0,277.28,202213029.0
1003,Personal Care,Skin Care,Vlcc,4,VLCC GOLD BLEACH 30g,VLCC GOLD BLEACH ,30g,65.0,3.0,1.0,141.24,202213030.0
1004,Personal Care,Skin Care,Vlcc,5,VLCC HAND SANITIZER 100ml,VLCC HAND SANITIZER ,100ml,50.0,2.0,1.0,71.82,202213031.0
1005,Personal Care,Hair Care & Hair Oil,Vlcc,4,VLCC HENNA 100g,VLCC HENNA ,100g,99.0,2.0,1.0,143.42,202213032.0
1006,Beverages,"Leaf , Dust , Green and Herbal Tea",Wagh,4,WAGH BAKRI PRM LEAF TEA 250g,WAGH BAKRI PRM LEAF TEA ,250g,125.0,4.0,1.0,436.88,202213033.0
1007,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Weikfield,3,WEIKFIELD PENNE PASTA 400g,WEIKFIELD PENNE PASTA ,400g,140.0,3.0,1.0,334.83,202213034.0
1008,Dairy and Bakery ,Baking Esentials,Weikfield,3,WEIKFIELD COCOA POWDER 150g,WEIKFIELD COCOA POWDER ,150g,150.0,3.0,1.0,305.1,202213035.0
1009,Dairy and Bakery ,Baking Esentials,Weikfield,4,WK BAKING POWDER 100g,WK BAKING POWDER ,100g,30.0,3.0,1.0,64.29,202213041.0
1010,Dairy and Bakery ,Baking Esentials,Wingreen,4,WINGREEN NAAN CHIPS TEZ 30g,WINGREEN NAAN CHIPS TEZ ,30g,40.0,2.0,1.0,15.68,202213038.0
1011,Snacks & Namkeen,Branded Snacks,Wingreens,5,WINGREENS NAAN BUTR GARLIC 60g,WINGREENS NAAN BUTR GARLIC ,60g,40.0,1.0,1.0,29.04,202213039.0
1012,Snacks & Namkeen,Branded Snacks,Wingreens,4,WINGREENS NAAN CHATPAT PUD 60g,WINGREENS NAAN CHATPAT PUD ,60g,40.0,3.0,1.0,47.04,202213040.0
1013,Gourmet Foods,Confectionery,Wrigley,5,WRIGLEY PIMPOM LOLLIPOP 630g,WRIGLEY PIMPOM LOLLIPOP ,630g,5.0,1.0,60.0,203.16,202213042.0
1014,Personal Care,Deodrant ,Yardley,5,YARDLEY DEO MEN GOLD 150ml,YARDLEY DEO MEN GOLD ,150ml,199.0,2.0,1.0,298.48,202213043.0
1015,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Yippee,3,YIPPEE MGIC MSL NDL 280g,YIPPEE MGIC MSL NDL ,280g,46.0,2.0,1.0,75.1,202213044.0
1016,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Yippee,4,YIPPEE POWERUP MASALA NOODLE 180g,YIPPEE POWERUP MASALA NOODLE ,180g,20.0,6.0,1.0,98.28,202213045.0
1017,"Food Grains, Oli and Masala",Cereals and Millets,Yogabar,5,YOGABAR MUESLI ALMND QUINOA 400g,YOGABAR MUESLI ALMND QUINOA ,400g,325.0,1.0,1.0,179.03,202213046.0
1018,"Food Grains, Oli and Masala",Cereals and Millets,Yogabar,4,YOGABAR MUESLI CHOCO CRNBRY 400g,YOGABAR MUESLI CHOCO CRNBRY ,400g,325.0,1.0,1.0,179.03,202213047.0
1019,Health and Beauty,"Herbal Medicines & Pain Relief Ointments , Balms",Zandu,4,Zandu Balm 50ml,Zandu Balm ,50ml,130.0,5.0,1.0,485.75,202213048.0
1020,Health and Beauty,"Herbal Medicines & Pain Relief Ointments , Balms",Zandu,3,Zandu Balm 50ml,Zandu Balm ,50ml,130.0,1.0,1.0,102.72,202213049.0
1021,Health and Beauty,"Herbal Medicines & Pain Relief Ointments , Balms",Zandu,4,ZANDU BALM ULTRA POWER 8ml,ZANDU BALM ULTRA POWER ,8ml,42.0,10.0,1.0,313.8,202213050.0
